2.5356	1.7848	1.4416	1.3553	2.1924	1.1406	1.6534	1.7916	2.7532	1.3806	1.2515	1.5255	2.3277	0.94803	1.1949	1.0053	1.009	2.4808	1.649	2.4428	1.589	0.61074	1.4154	2.1011	2.1108	2.2785	1.6341	1.6262	1.8094	1.098	1.1175	1.8355	1.4153	0.67474
7.5983	4.8313	5.5127	3.4813	1.3684	1.3318	2.0638	2.4497	2.7779	1.1495	1.7125	1.301	2.5712	3.5154	3.1351	1.9859	0.53691	1.8983	1.258	2.5174	1.2664	0.83766	1.6071	3.1613	1.2025	1.3826	1.4161	2.2673	2.1166	2.0213	2.4979	3.7661	5.4725	7.2552
9.5953	6.1565	7.3012	5.0578	2.1566	2.193	3.0438	2.9882	4.2243	1.8006	1.1162	0.75636	1.6076	3.9014	2.1529	1.5109	1.6366	1.588	1.2474	2.4949	2.397	2.8848	2.1426	3.7842	2.3076	2.7543	1.6174	3.2078	2.6251	3.6811	2.9694	4.0183	7.7887	10.173
11.749	6.1537	7.0807	4.262	2.5385	2.256	2.418	4.0442	4.6038	2.1404	2.0223	1.1087	0.65107	4.9098	2.4736	2.1013	1.5739	1.7752	1.2025	2.6084	1.6626	2.5496	1.1173	3.7697	1.7646	2.5569	1.6702	3.222	2.6523	2.6382	4.1064	3.8013	8.6071	11.546
10.668	6.8266	7.8783	4.9889	2.8729	4.0673	2.1917	3.5856	4.1964	3.0927	1.415	0.63203	1.3161	3.3549	1.275	0.76493	1.4803	1.6491	1.5378	2.2805	1.5075	1.9184	0.63853	4.0518	2.0782	2.2453	2.0815	2.7178	2.119	2.937	3.3161	4.5131	8.1434	10.535
11.673	6.8685	7.3688	4.7564	3.1236	2.6267	2.2244	3.5842	4.4833	1.4724	2.7685	1.1709	2.424	4.3006	1.5816	1.6347	0.81174	0.91219	0.81268	3.2153	1.6682	1.1534	1.0905	3.7764	2.5504	2.2075	2.4449	3.755	2.5402	2.8665	2.9511	4.7344	8.4481	12.044
1.801	1.0292	1.9289	1.7303	1.4886	1.5785	1.2373	1.4588	1.9631	1.5468	1.5211	1.2316	1.4889	1.6241	1.6791	1.3955	1.3674	1.988	1.0377	1.8852	1.9133	1.7962	1.0987	1.2619	1.3354	1.6797	1.1366	1.7212	1.1068	1.6538	1.4942	1.7791	1.715	1.9037
7.4527	4.3956	5.2154	3.3894	1.8822	2.2757	2.1626	2.4964	3.2123	1.5993	1.9065	0.97924	1.5352	3.0868	1.6535	1.5492	1.3308	1.7292	1.4176	2.221	1.7397	1.6586	1.44	2.7675	1.7928	1.9027	1.3764	2.4855	1.9002	2.43	2.518	3.3996	5.7534	7.7322
9.9737	5.9091	6.8262	4.2443	2.1355	2.6451	2.6058	3.0687	3.8881	1.7043	2.1468	0.9294	1.6378	3.8572	1.7319	1.6936	1.3901	1.7379	1.6451	2.4901	1.7636	1.7119	1.6534	3.4911	2.0506	2.1042	1.5395	2.931	2.3186	2.8772	3.0784	4.2173	7.6104	10.383
11.059	6.557	7.5396	4.6273	2.2625	2.8208	2.8069	3.3255	4.1901	1.7628	2.2672	0.91987	1.6975	4.1956	1.7801	1.7659	1.4382	1.7631	1.7481	2.6199	1.7917	1.7536	1.7512	3.8115	2.1804	2.2182	1.6209	3.142	2.505	3.0871	3.329	4.5841	8.4225	11.547
11.523	6.8315	7.8478	4.7938	2.3227	2.9028	2.8979	3.4364	4.3202	1.7913	2.3246	0.91937	1.7273	4.3395	1.8045	1.7993	1.4666	1.78	1.7927	2.6782	1.8088	1.7765	1.7938	3.9512	2.2428	2.276	1.659	3.2377	2.5853	3.1817	3.437	4.7452	8.7729	12.052
11.722	6.9477	7.9798	4.8656	2.3506	2.9409	2.9391	3.4838	4.3757	1.8046	2.3514	0.92038	1.7415	4.4002	1.8161	1.8142	1.4817	1.7892	1.8118	2.7038	1.8177	1.7879	1.8122	4.0119	2.2722	2.304	1.6765	3.2804	2.6196	3.2236	3.483	4.8155	8.9235	12.271
1.3342	1.6987	1.1978	1.0305	1.7441	1.5	1.4799	1.9047	1.6099	1.6177	1.8594	1.8055	1.5767	1.1829	1.2399	1.8865	1.0287	1.4899	1.1679	1.9787	1.7127	1.5005	1.4711	1.0596	1.682	1.0424	1.0714	1.5216	1.0967	1.8181	1.8175	1.7224	1.1499	1.6596
7.2756	4.5637	4.8913	3.121	1.9946	2.2409	2.2298	2.6259	3.0537	1.6041	2.0334	1.1832	1.5354	2.8863	1.4763	1.7141	1.2123	1.5539	1.4498	2.2595	1.6502	1.5578	1.5613	2.6368	1.8716	1.6672	1.3532	2.3932	1.8716	2.458	2.6238	3.3318	5.5281	7.6048
9.9135	5.9519	6.6941	4.1423	2.1832	2.6306	2.6255	3.11	3.827	1.703	2.1964	1.0038	1.6328	3.7765	1.6648	1.7523	1.3473	1.6741	1.655	2.5045	1.7288	1.6755	1.6961	3.4288	2.0655	2.0155	1.531	2.8933	2.3036	2.8809	3.1138	4.1808	7.5223	10.325
