-0.27596	-2.5015	3.111	-1.0545	-1.2727	-2.7504	-1.267	-2.8489	0.034089	1.6418	0.82312	-2.5755	-2.6322	1.7411	2.5442	0.21209	-2.4545	2.0461	-1.0167	-1.2938	1.5468	-3.0751	-2.8358	1.0545	0.64978
-1.7718	-3.257	4.5949	-0.34486	-1.4818	-0.91006	-2.8496	-2.0704	0.61778	2.0954	-0.28359	-2.2157	-3.6765	0.36173	2.0188	1.8254	-4.3055	0.8677	-3.0256	-1.6813	-0.38556	-1.388	-3.9208	-0.56771	-0.07567
-2.7716	-4.1415	6.1104	0.10064	-1.6223	0.44059	-4.0875	-1.0312	0.98908	2.5305	-1.3399	-1.3682	-4.4548	-0.98032	0.95193	3.3643	-6.4579	-0.36812	-4.6649	-1.9157	-2.4565	0.075253	-5.2175	-1.9422	-0.8942
-4.2978	-5.3296	7.9138	0.4785	-1.743	2.1833	-5.497	0.051261	1.511	2.6369	-2.443	-1.0605	-5.0452	-2.094	-0.035156	5.0861	-8.237	-1.4325	-6.5653	-1.7574	-4.1595	1.4397	-6.8383	-3.0929	-1.697
-5.3582	-6.4488	9.5866	1.1249	-1.968	3.8648	-7.0333	0.99236	2.4598	2.7968	-3.8284	-1.2677	-5.6185	-3.5149	-0.93562	6.5468	-10.269	-2.7664	-8.4487	-1.8128	-6.263	3.1891	-8.1425	-4.2475	-2.9423
-6.8416	-7.8827	10.993	2.231	-2.1048	5.5074	-8.1941	1.8408	3.688	2.8737	-5.219	-0.80218	-6.5776	-4.739	-1.9018	8.1871	-11.747	-3.9139	-10.156	-2.406	-8.1978	4.7071	-9.3773	-5.5886	-3.8588
0.16392	1.4426	1.3016	1.767	-1.3315	1.2091	0.35589	-0.64985	-2.7532	1.7595	-1.02	0.6774	1.5151	-2.4818	-2.3369	0.31111	-0.092759	2.4522	1.8775	1.4717	-2.8176	-2.6823	-2.584	1.8736	2.7821
-0.91435	0.17712	2.7224	2.6471	-1.2877	2.6152	-0.77312	0.59266	-2.1857	1.6933	-2.5563	1.1961	0.98898	-4.299	-3.6999	1.8899	-1.9193	1.3205	0.28029	0.92935	-5.1823	-1.0137	-3.3667	0.47575	1.9901
-2.4156	-1.363	4.2654	3.5125	-1.5772	4.3279	-2.3412	1.5617	-1.5097	1.713	-4.1679	1.7295	0.26558	-6.0688	-4.7297	3.3578	-3.5079	0.27141	-0.93164	0.34455	-6.707	0.50801	-4.5112	-0.93912	1.1178
-3.4567	-2.3411	5.8233	4.4725	-1.6407	5.9292	-3.8029	2.1292	-0.64515	2.021	-5.7243	2.0888	-0.55923	-7.3647	-5.9863	5.1333	-5.232	-0.89526	-2.5847	-0.21382	-8.1497	1.9948	-5.7075	-2.252	-0.17312
