1.978	0.83066	-2.323	0.20876	2.8328	-2.6502	-0.39733	1.7688	-2.1123	1.211	-0.41021	2.009	0.3417	1.8096	-1.4576	0.18389	0.93706	-2.0037	-1.896	-2.1625	3.0512	-1.5665	-0.79992	-0.12987	-1.2283
0.63793	-1.1807	-3.815	0.87497	3.5934	-1.4893	1.4447	0.47241	-2.0191	2.9443	-1.5399	1.6773	-0.80645	3.1872	-0.76069	-2.1344	1.7026	-0.80006	-1.7186	-2.9934	4.9932	-1.4717	-0.52248	-2.1754	-1.6022
-1.3959	-3.0909	-5.3333	0.95129	4.1911	-0.51304	3.3325	-0.94531	-2.6029	4.4264	-2.027	1.2768	-1.9298	4.6435	0.16457	-3.8367	2.2745	0.34369	-1.5826	-3.4468	6.9771	-1.3402	-0.37714	-3.3004	-1.7569
-3.2176	-5.405	-6.8882	1.1151	4.5015	0.3128	4.9182	-2.282	-3.0578	5.8355	-2.1567	0.28747	-2.6768	6.0351	0.9293	-6.0749	2.6186	1.6031	-0.97412	-3.705	8.6474	-1.0067	-0.45779	-4.7385	-1.6855
-5.0907	-7.4933	-8.1894	1.6477	4.8404	0.95293	6.4514	-3.3708	-3.0467	7.5649	-2.3045	-0.38716	-3.2377	7.3786	1.9666	-8.2787	3.2435	2.8705	-0.47794	-4.0286	10.377	-0.5823	-0.34254	-6.2909	-1.682
-6.5651	-10.012	-10.088	2.1072	5.5919	2.0245	8.6504	-4.7496	-3.1735	9.0622	-2.7861	-0.88273	-3.7739	8.6434	2.7705	-10.363	4.0109	4.1835	0.30399	-4.4689	12.293	-0.51387	0.023494	-7.8376	-2.1473
1.2964	1.5582	-3.1978	-1.4692	-4.0797	0.31803	-2.7133	-1.9254	-1.0091	2.5159	1.5784	-0.088318	-0.12976	-1.6381	-1.678	-0.78286	-0.27843	-3.6654	-3.0926	-1.0777	-1.38	1.465	-0.9445	-3.1351	-1.3776
-3.2468	-0.27216	-5.3863	-1.6398	-1.4508	3.6773	-0.21327	-2.4465	-0.19471	4.8238	0.82862	-2.0262	1.0079	-1.3055	-0.78443	-3.6427	0.18153	-1.5368	-2.0319	-2.1515	-2.8396	2.449	-0.21039	-4.3812	-0.019018
-3.6634	-3.2596	-3.5161	-1.2392	-0.90736	3.3542	0.72557	-4.9689	-2.1904	7.3833	0.59085	-2.8965	-0.56119	1.4541	2.1406	-5.3502	1.0151	0.0040722	-1.0613	-2.1961	0.861	0.98978	-1.3221	-5.2481	-1.5285
-6.9926	-3.4694	-7.1464	-0.68217	-2.4511	6.0112	3.4265	-4.6247	-2.3024	6.7755	0.35805	-2.7507	-3.9254	2.4807	1.5765	-8.3942	2.0329	0.23383	0.57062	-1.1101	2.1125	2.1676	2.072	-6.5502	-1.3991
-5.8763	-6.4467	-10.938	-2.9499	-1.3488	3.1089	5.1528	-8.1993	-0.43276	8.9221	-0.045936	-2.2289	-4.1917	3.4945	1.6752	-7.3873	-0.38545	0.94414	-3.3697	-4.7613	7.0982	1.7882	1.835	-10.077	-3.5263
-9.4069	-8.1911	-10.029	1.4435	-0.0089264	5.6566	7.3614	-8.744	-0.93857	9.7825	3.0122	-5.5035	-3.9029	4.8454	2.1395	-9.9023	0.16728	4.7244	-0.91401	-5.6484	7.1055	3.2721	-1.1377	-10.292	-0.88868
-0.02438	-1.4668	1.4624	2.8216	2.9247	2.0627	-1.9475	1.7865	-0.25293	-2.3527	-0.73404	-2.7166	2.578	2.9856	1.2439	-1.5954	1.1018	-2.5754	2.9413	1.0348	-2.4292	-2.6202	-2.9148	0.45199	2.1328
-1.8268	-3.3776	-0.010469	3.4553	2.9261	3.2609	0.11943	0.76831	-0.24483	-0.63609	-0.80516	-3.5792	1.6741	4.2031	2.0821	-3.5264	1.5161	-1.6986	3.5515	0.6165	-0.77283	-2.6776	-2.771	-0.71547	2.358
-3.4392	-5.3801	-1.7461	3.9258	3.0674	4.1792	2.0347	-0.25913	-0.23344	0.6962	-1.1521	-3.8715	1.1086	5.4859	2.9414	-5.4708	2.1585	-0.52406	4.2756	0.063717	0.98657	-2.4756	-2.5047	-2.2042	2.9103
-5.068	-7.2507	-3.1256	4.1159	3.6061	5.2905	3.6093	-0.99912	-0.13402	2.0739	-1.7762	-4.2303	0.69889	6.959	3.5185	-6.9141	2.6543	0.62061	5.1347	-0.53968	2.7998	-2.2598	-2.4947	-3.997	3.3666
