0	0	0	0	0	0	0	0	0	0	0.2153	0	0	0	0.2318	0	0	0	0	0.1267	0.2203	0	0	0	0
0	0	0.1711	0	0	0	0	0	0	0	0	0	0	0	0	0.1779	0.2182	0.1673	0	0	0	0	0	0	0
0	0	0	0.1506	0	0	0	0	0.1419	0.2243	0	0	0	0	0	0	0	0.1488	0	0	0	0	0	0	0
0.1633	0	0.2199	0	0	0	0	0	0.1602	0	0	0	0	0	0	0	0	0	0	0	0.2377	0	0	0	0
0	0.138	0	0	0	0	0	0.195	0	0	0	0	0.1514	0	0.2042	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0.1677	0	0	0.1772	0	0.1471	0	0	0	0	0	0	0	0	0.2293	0	0
0	0.2215	0	0	0.1586	0	0	0	0	0	0	0	0	0	0	0	0.1734	0	0	0	0	0	0	0	0.1901
0.1907	0	0	0	0	0	0	0	0	0.2298	0	0.1571	0	0	0.1687	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2399	0.1982	0	0	0	0	0	0.1459	0.208	0
0	0	0.1549	0	0	0	0	0	0.1742	0	0	0	0.1729	0.1495	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1826	0	0	0.1671	0.2364	0	0	0	0	0	0.1958
0	0	0	0	0	0.2201	0	0	0	0	0.2305	0	0	0.1913	0	0	0	0.2061	0	0	0	0	0	0	0
0	0	0.145	0	0.1485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1999	0.2233	0	0
0	0	0	0.1266	0	0	0	0	0	0.2033	0	0	0	0	0.201	0	0	0.2286	0	0	0	0	0	0	0
0	0	0.2049	0	0.1348	0	0.1406	0	0	0	0	0	0	0	0	0	0	0.1314	0	0	0	0	0	0	0
0	0	0.1608	0	0	0	0	0	0	0	0	0	0	0	0.227	0	0	0	0	0	0.2336	0	0	0	0.2002
0	0	0	0	0.1876	0	0	0	0	0	0	0.1628	0	0	0	0	0	0	0	0.1606	0	0	0	0.1911	0
0.1648	0	0	0	0	0	0	0	0	0	0	0	0	0.1688	0	0.1826	0	0	0	0	0.1798	0	0	0	0
0	0	0	0	0	0	0	0	0.2109	0	0	0	0	0	0	0.2233	0	0	0	0	0.1296	0	0	0	0.1537
0	0	0	0	0.1928	0	0	0	0	0	0.1598	0	0	0.1605	0	0	0	0	0	0	0	0	0	0	0.2074
0	0	0	0	0	0	0.183	0	0	0	0	0.1345	0	0	0	0	0	0.1703	0	0.1274	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0.1443	0.1279	0	0	0	0	0.2351	0	0	0	0	0	0.1399	0
0	0	0	0.1563	0	0	0.168	0.2163	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1609	0	0	0
0	0	0	0	0	0.2095	0	0	0	0	0	0	0	0	0.2378	0	0	0	0	0	0.1301	0	0	0	0.2311
0	0	0.1825	0	0	0	0	0	0.2018	0	0	0	0	0.1409	0	0	0	0.1909	0	0	0	0	0	0	0
