-1.7493	1.2922	0.60766	0.54194	2.9421	0.51335	-2.5133	-2.0937	-2.4989	-2.2216	1.0774	0.87828	-0.80111	-2.1172	-0.69382	1.8839	-0.6293	1.6021	-1.2861	0.87924	2.4185	-1.8234	-0.12336	-2.4304	-2.3087
-0.72241	2.3908	-1.4707	-0.10139	3.0248	0.22682	-2.7363	-4.0087	-1.505	-2.895	1.9602	1.5497	-2.7659	-3.2152	1.2724	3.6269	-0.77921	1.6962	-1.1867	2.1931	4.0095	-3.3794	1.7415	-1.7084	-3.4668
0.34207	3.1016	-3.4332	-0.88338	2.6544	0.18741	-3.6626	-5.6689	-0.25819	-3.7159	2.6784	2.1635	-4.3633	-4.4892	3.2889	5.3494	-1.0362	2.2323	-0.51563	3.3452	5.9559	-5.2095	3.2504	-0.97909	-4.6211
1.4153	3.7236	-5.3711	-1.8891	2.0556	0.10518	-4.326	-7.2851	0.85267	-4.0445	3.5519	2.1932	-6.3879	-5.8085	5.4718	7.0045	-1.329	2.9435	0.18534	4.6082	7.7035	-6.7494	4.9769	-0.21223	-6.0337
2.2842	5.0822	-7.3233	-3.1672	2.0386	-0.18082	-5.0006	-8.807	1.9634	-4.1236	4.4638	2.0738	-8.348	-6.9226	7.4996	8.6256	-1.9293	3.6761	0.63332	6.1154	9.5892	-8.3796	6.7946	0.44603	-7.1394
2.8873	6.7713	-8.8931	-4.5047	2.1146	-0.57719	-5.5831	-10.907	2.7061	-4.4049	5.1134	2.3307	-10.319	-7.2234	9.0706	10.463	-2.6468	4.3724	0.71672	7.8879	11.559	-10.083	8.0842	0.81925	-8.2049
-2.7381	-2.642	0.79727	-0.55682	0.87034	2.2392	1.6553	2.9903	1.7681	2.7355	1.5019	-1.5473	1.3769	1.2153	1.7164	1.5525	-1.1406	0.065506	1.7149	0.45728	2.8502	-2.0625	2.5574	1.5839	-1.3428
-1.7912	-1.1462	-0.81748	-1.6495	0.57725	1.5254	1.0894	1.276	2.9076	2.0986	2.2276	-1.2107	-0.54467	0.78131	3.2711	2.9928	-1.4935	0.77262	1.5464	1.7369	4.6385	-3.8845	4.0043	2.0573	-2.2515
-1.072	0.20027	-2.5552	-2.5691	0.64355	0.65735	0.60495	-0.31055	4.1234	1.1732	2.9125	-1.4676	-2.731	0.13593	5.1165	5.0134	-2.2329	1.406	1.4495	2.9745	6.574	-5.3407	5.6686	2.5977	-3.6914
-0.33074	1.3475	-4.5454	-3.1782	0.66849	0.0034042	-0.20674	-2.0482	4.9537	0.22438	3.5045	-1.2435	-4.4499	-1.1597	6.4668	6.6282	-2.7631	2.1203	1.0748	4.2438	8.4618	-6.9735	7.2617	3.0536	-4.9158
