1.8147	1.9058	1.127	1.9134	1.6324	1.0975	1.2785	1.5469	1.9575	1.9649	1.1576	1.9706	1.9572	1.4854	1.8003	1.1419	1.4218	1.9157	1.7922	1.9595	1.6557	1.0357	1.8491	1.934	1.6787	1.7577	1.7431	1.3922	1.6555	1.1712	1.706	1.0318	1.2769	1.0462
7.4353	4.6713	4.9647	3.4847	1.9142	2.0793	2.1602	2.5386	3.181	1.7248	1.7539	1.2508	1.7133	3.0338	1.6776	1.4354	1.3273	1.7228	1.6747	2.2568	1.6245	1.3991	1.6956	2.9652	1.885	1.9428	1.568	2.3724	2.0488	2.2879	2.5943	3.1473	5.6034	7.5097
9.9736	5.9997	6.7452	4.2896	2.1403	2.565	2.5984	3.0864	3.8752	1.7481	2.085	1.0293	1.7049	3.8393	1.7393	1.6502	1.382	1.7379	1.7382	2.505	1.7197	1.6188	1.7459	3.5578	2.0796	2.1225	1.6058	2.8945	2.3669	2.8381	3.1068	4.1334	7.5665	10.333
11.062	6.5871	7.5135	4.6477	2.2616	2.788	2.8013	3.3328	4.1852	1.7784	2.2423	0.95662	1.7228	4.1897	1.7825	1.7497	1.4326	1.7637	1.7821	2.6259	1.7753	1.7199	1.7849	3.835	2.1899	2.226	1.6445	3.1302	2.5212	3.0771	3.3396	4.5562	8.4107	11.54
11.526	6.8416	7.8396	4.8028	2.3213	2.8893	2.8945	3.4395	4.3185	1.7969	2.3145	0.93291	1.7369	4.3377	1.8053	1.7933	1.4635	1.7804	1.8052	2.6806	1.8027	1.7643	1.8062	3.9597	2.246	2.2793	1.6675	3.2339	2.5909	3.1795	3.4409	4.7359	8.7702	12.054
11.724	6.9511	7.9773	4.8694	2.3497	2.9353	2.9373	3.485	4.3752	1.8066	2.3473	0.92537	1.7451	4.3997	1.8164	1.812	1.4802	1.7894	1.8164	2.7047	1.8155	1.7834	1.8168	4.0151	2.2733	2.3054	1.6796	3.2792	2.6215	3.2234	3.4845	4.8125	8.9232	12.273
1.0971	1.8235	1.6948	1.3171	1.9502	1.0344	1.4387	1.3816	1.7655	1.7952	1.1869	1.4898	1.4456	1.6463	1.7094	1.7547	1.276	1.6797	1.6551	1.1626	1.119	1.4984	1.9597	1.3404	1.5853	1.2238	1.7513	1.2551	1.506	1.6991	1.8909	1.9593	1.5472	1.1386
7.111	4.6012	5.119	3.2281	2.027	2.0421	2.2064	2.4549	3.1251	1.6756	1.7618	1.062	1.4933	3.0717	1.6524	1.669	1.2756	1.6213	1.6324	1.9505	1.4352	1.5546	1.7445	2.7434	1.8455	1.7497	1.5951	2.3095	2.0362	2.4717	2.6625	3.4489	5.7493	7.5344
9.821	5.9617	6.7892	4.1802	2.1822	2.5482	2.6135	3.0501	3.8569	1.7311	2.0895	0.95837	1.6182	3.8478	1.731	1.7372	1.363	1.6983	1.7237	2.3902	1.6511	1.6738	1.7649	3.4722	2.0596	2.0495	1.6209	2.8658	2.368	2.9039	3.1312	4.2338	7.6285	10.338
10.993	6.5686	7.5254	4.6016	2.2771	2.7807	2.8062	3.3175	4.179	1.7724	2.2445	0.93006	1.689	4.1908	1.7798	1.782	1.4255	1.7484	1.7771	2.5828	1.7504	1.7394	1.7922	3.8018	2.1803	2.1981	1.6515	3.1175	2.5231	3.101	3.3483	4.5894	8.436	11.54
11.495	6.8329	7.8423	4.7835	2.327	2.8862	2.896	3.433	4.3164	1.7947	2.3154	0.92295	1.7237	4.3373	1.8044	1.8053	1.4608	1.7745	1.8034	2.6644	1.7936	1.7711	1.809	3.9468	2.2416	2.2684	1.6706	3.2284	2.592	3.1883	3.444	4.7468	8.7804	12.053
11.71	6.9471	7.9777	4.8614	2.3518	2.9339	2.9377	3.4823	4.3744	1.8058	2.3477	0.92162	1.74	4.3992	1.8161	1.8164	1.4791	1.787	1.8158	2.6987	1.8122	1.7858	1.8178	4.01	2.2713	2.3011	1.6809	3.2768	2.6221	3.2266	3.4856	4.816	8.9272	12.272
1.1493	1.2575	1.8407	1.2543	1.8143	1.2435	1.9293	1.35	1.1966	1.2511	1.616	1.4733	1.3517	1.8308	1.5853	1.5497	1.9172	1.2858	1.7572	1.7537	1.3804	1.5678	1.0759	1.054	1.5308	1.7792	1.934	1.1299	1.5688	1.4694	1.0119	1.3371	1.1622	1.7943
7.1365	4.3619	5.0915	3.1895	2.0249	2.2092	2.444	2.4277	2.8742	1.4843	1.9345	1.0569	1.4567	3.1318	1.6034	1.5904	1.5511	1.4626	1.6667	2.162	1.5281	1.5664	1.416	2.645	1.8272	1.921	1.6604	2.2574	2.0499	2.3813	2.2987	3.2438	5.4661	7.6239
9.8383	5.8622	6.7579	4.1614	2.1971	2.644	2.7273	3.0367	3.7527	1.6604	2.1607	0.95662	1.6042	3.8666	1.7111	1.7063	1.4792	1.6377	1.7343	2.4658	1.6834	1.6759	1.6421	3.4367	2.0549	2.1066	1.6425	2.8436	2.3696	2.8698	2.9881	4.163	7.4841	10.329
11.003	6.5276	7.5065	4.593	2.2887	2.8298	2.8597	3.3114	4.1367	1.7461	2.2745	0.92949	1.6836	4.1965	1.7716	1.7698	1.4747	1.7254	1.7802	2.6099	1.7614	1.7395	1.7462	3.7887	2.1792	2.2174	1.6586	3.1083	2.5225	3.0882	3.2925	4.5645	8.369	11.522
11.501	6.8161	7.8325	4.7797	2.3339	2.9101	2.9208	3.4303	4.2993	1.7849	2.3285	0.92277	1.7217	4.3389	1.8011	1.8004	1.4818	1.7658	1.8042	2.6741	1.7973	1.7709	1.7917	3.9418	2.2413	2.275	1.6729	3.2246	2.5913	3.1833	3.4223	4.7379	8.7505	12.041
11.714	6.9402	7.973	4.8597	2.3555	2.9452	2.9491	3.4811	4.3675	1.8021	2.3534	0.92158	1.7392	4.3996	1.8148	1.8145	1.4881	1.7838	1.8159	2.7021	1.8134	1.7857	1.8113	4.0081	2.2712	2.3034	1.6816	3.2753	2.6216	3.2247	3.4771	4.8127	8.9142	12.266
1.3112	1.5285	1.1656	1.602	1.263	1.6541	1.6892	1.7482	1.4505	1.0838	1.229	1.9133	1.1524	1.8258	1.5383	1.9961	1.0782	1.4427	1.1067	1.9619	1.0046	1.7749	1.8173	1.8687	1.0844	1.3998	1.2599	1.8001	1.4314	1.9106	1.1818	1.2638	1.1455	1.1361
7.2248	4.5208	4.8973	3.32	1.7919	2.2774	2.2908	2.5841	2.957	1.3994	1.7798	1.222	1.3986	3.1304	1.577	1.7454	1.2442	1.5322	1.4182	2.241	1.3807	1.6544	1.6796	2.9615	1.6671	1.7829	1.4196	2.4874	1.9708	2.5281	2.3699	3.1576	5.4926	7.4122
9.8785	5.9393	6.6949	4.2111	2.0994	2.6373	2.6423	3.0971	3.7837	1.627	2.0951	1.0178	1.5853	3.8682	1.7008	1.7628	1.3615	1.6654	1.6424	2.4963	1.6286	1.7104	1.7386	3.5568	1.9947	2.0537	1.5569	2.9257	2.3365	2.9169	3.017	4.1151	7.5027	10.25
11.02	6.5624	7.4856	4.612	2.2478	2.8148	2.8167	3.3346	4.1484	1.7332	2.2462	0.9521	1.6774	4.1979	1.7677	1.7905	1.4282	1.7364	1.7462	2.6216	1.7412	1.7529	1.7816	3.8336	2.1562	2.197	1.6279	3.1377	2.5091	3.1029	3.3041	4.5415	8.3784	11.492
11.507	6.8313	7.8256	4.787	2.3166	2.8994	2.9	3.4392	4.3037	1.78	2.3161	0.93113	1.7197	4.3397	1.7996	1.808	1.4629	1.7701	1.7917	2.6786	1.7898	1.7761	1.8047	3.9584	2.2324	2.2671	1.6618	3.2351	2.5859	3.1878	3.4269	4.7274	8.7548	12.029
11.715	6.9468	7.9707	4.8626	2.3481	2.9391	2.9394	3.4846	4.3692	1.8002	2.3479	0.92466	1.7386	4.4	1.8142	1.8173	1.4803	1.7855	1.8113	2.7039	1.8106	1.7877	1.8161	4.0142	2.2678	2.3002	1.6776	3.279	2.6195	3.226	3.4789	4.8081	8.916	12.261
1.8693	1.5797	1.5499	1.145	1.853	1.6221	1.351	1.5132	1.4018	1.076	1.2399	1.1233	1.1839	1.24	1.4173	1.0497	1.9027	1.9448	1.4909	1.4893	1.3377	1.9001	1.3692	1.1112	1.7803	1.3897	1.2417	1.4039	1.0965	1.132	1.9421	1.9561	1.5752	1.0598
7.4022	4.5561	4.9799	3.1411	2.011	2.3191	2.2568	2.4988	2.992	1.4013	1.8229	0.93933	1.4018	2.9129	1.5379	1.4026	1.5393	1.7265	1.5649	2.0737	1.5086	1.7101	1.5202	2.639	1.9328	1.8104	1.3745	2.354	1.8759	2.211	2.6577	3.4497	5.6091	7.2687
9.9367	5.9589	6.7119	4.1405	2.1833	2.675	2.6605	3.0643	3.8049	1.6275	2.1226	0.91443	1.5842	3.786	1.6863	1.6366	1.4724	1.738	1.6963	2.4351	1.6755	1.7319	1.6798	3.427	2.0956	2.0732	1.5304	2.8808	2.3064	2.7895	3.1241	4.2331	7.5288	10.162
11.04	6.5722	7.4879	4.5844	2.2809	2.8379	2.835	3.322	4.1584	1.7332	2.2609	0.91424	1.6762	4.1669	1.7622	1.7439	1.4711	1.7634	1.7659	2.5992	1.7582	1.7611	1.7598	3.7825	2.1948	2.2073	1.6148	3.1226	2.4993	3.0519	3.3438	4.5888	8.3818	11.447
11.514	6.8358	7.8251	4.7763	2.33	2.9118	2.9114	3.4344	4.3081	1.7799	2.3234	0.91725	1.719	4.328	1.7975	1.7907	1.48	1.7801	1.7988	2.6704	1.796	1.7793	1.7966	3.9385	2.2473	2.272	1.6557	3.23	2.5828	3.1674	3.4416	4.7463	8.7537	12.008
11.718	6.9488	7.9701	4.8584	2.3537	2.9454	2.9455	3.4827	4.371	1.8001	2.3514	0.91958	1.7382	4.3956	1.8134	1.8109	1.4873	1.7892	1.8139	2.7008	1.8128	1.7889	1.813	4.0065	2.2736	2.3025	1.6748	3.2773	2.6185	3.2178	3.4844	4.8157	8.9147	12.251
1.2348	1.3532	1.8212	1.0154	1.043	1.169	1.6491	1.7317	1.6477	1.4509	1.547	1.2963	1.7447	1.189	1.6868	1.1835	1.3685	1.6256	1.7802	1.0811	1.9294	1.7757	1.4868	1.4359	1.4468	1.3063	1.5085	1.5108	1.8176	1.7948	1.6443	1.3786	1.8116	1.5328
7.1125	4.4121	5.1477	3.1208	1.7202	2.1268	2.2585	2.5641	3.0864	1.5567	1.8607	0.99242	1.5934	2.8894	1.6542	1.469	1.3273	1.5912	1.6885	1.9159	1.7434	1.6464	1.5806	2.8079	1.793	1.7614	1.5154	2.4093	2.1418	2.5098	2.5667	3.2564	5.8334	7.6351
9.8101	5.889	6.7953	4.1435	2.0742	2.5882	2.6276	3.0869	3.8412	1.6878	2.1168	0.93272	1.6533	3.7776	1.7325	1.6644	1.3866	1.6854	1.7452	2.3759	1.7653	1.7057	1.7054	3.5007	2.0404	2.0501	1.5928	2.9023	2.4043	2.9159	3.0942	4.1653	7.6568	10.364
10.984	6.5407	7.526	4.5891	2.2386	2.7982	2.8103	3.33	4.1726	1.7565	2.2518	0.92059	1.7014	4.1641	1.7805	1.7554	1.4357	1.7431	1.7851	2.5771	1.7926	1.7506	1.7705	3.8135	2.1732	2.1972	1.6415	3.1308	2.5357	3.1047	3.3341	4.5647	8.4457	11.546
11.49	6.8222	7.8418	4.7792	2.3131	2.8935	2.8973	3.4373	4.3138	1.7889	2.3173	0.91944	1.7281	4.3271	1.8047	1.7955	1.4651	1.7723	1.8064	2.6621	1.8092	1.775	1.8011	3.9515	2.2389	2.2678	1.667	3.2332	2.5963	3.1893	3.4386	4.7377	8.7837	12.054
11.708	6.943	7.9772	4.8599	2.3467	2.937	2.9382	3.4837	4.3733	1.8037	2.3481	0.92032	1.7415	4.3953	1.8163	1.8129	1.4809	1.7862	1.8169	2.6977	1.8179	1.7872	1.8149	4.0119	2.2703	2.3008	1.6796	3.2786	2.6236	3.2269	3.4835	4.8126	8.9284	12.272
1.3507	1.939	1.8759	1.5502	1.6225	1.587	1.2077	1.3012	1.4709	1.2305	1.8443	1.1948	1.2259	1.1707	1.2277	1.4357	1.3111	1.9234	1.4302	1.1848	1.9049	1.9797	1.4389	1.1111	1.2581	1.4087	1.5949	1.2622	1.6028	1.7112	1.2217	1.1174	1.2967	1.3188
7.2049	4.6516	5.131	3.2911	1.9364	2.2798	2.1469	2.4418	2.9884	1.4707	2.0246	0.95779	1.4238	2.9136	1.468	1.5445	1.3084	1.7178	1.5425	1.9659	1.7171	1.7386	1.5457	2.6558	1.7019	1.7601	1.5371	2.2852	2.0467	2.4506	2.4007	3.1254	5.5384	7.4175
9.8613	5.9866	6.7761	4.1972	2.1585	2.6482	2.5999	3.0471	3.7979	1.6549	2.1917	0.92044	1.594	3.7907	1.6609	1.6891	1.3816	1.7348	1.6884	2.3961	1.7526	1.7424	1.6895	3.4354	2	2.0392	1.598	2.8475	2.3657	2.8885	3.0304	4.106	7.5154	10.241
